id,text,label
1944,Ganjar-Mahfud membuktikan komitmen untuk tidak membeli alutsista usang Indonesia bersiaplah menyambut era SAKTI 5.0 @qVUdR7SOmhcyWsT5Q5fRiQ5v9LTCGj3RdSMChOvJBbE= #DebatCapres Ganjar Coblos3 GanjarMahfud2024 GanjarMahfudM3nangDebat https://t.co/IbwO61mClh,Politik
1945,Ã°ÂŸÂ§Â³ Dukungan warga DKI Jakarta untuk Mas Ganjar Pranowo dan Pak Mahfud MD mencerminkan harapan akan perubahan positif d arah kepemimpinan nasional Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres,Politik
1946,"RT Pak Prabowo : "" Aku suka makan Burger King, Aku suka "" Sedangkan Burger King Mendukung Israel dan kita berusaha memboikot pakÃ°ÂŸÂ˜Â© Blunder lagiÃ°ÂŸÂ«Â£ #DebatCapres Nirina Zubir Partai Salah Input Amanda Zahra Yaman PDIP Kadin Pak JK https://t.co/O9DH2tjvOg [RE BolaBolaAja]",Politik
1947,RT Debat ke-3 Capres.. Soal Hankam Pak Anies langsung nyerang paslon 02.. Kena mental tuh eyang wowo Ã°ÂŸÂ¤Â­ #2024AniesPresiden Ã¢Â˜ÂÃ¯Â¸Â https://t.co/61HPCnPkko [RE Malika6027],Politik
1948,@xCbiwh1/G0jtJSyPQov7ZfBTbQcwfj5/k0yOdgEABu8= Banyak yang melihat keberanian Prabowo-Gibran dalam menghadapi tantangan dan permasalahan yang kompleks. #JelasSama02 DukunganTulus Untuk02,Ideologi
1949,RT Pertanyaan yang sama antara Eyang dan Pak Anies Perihal : 1. Bahan baku farmasi masih Import dan mahal 2. Alkes juga harganya sangat tinggi dan Tertinggal dg negara lain. Silahkan bandingkan gagasan dan bobot jawaban dari Eyang dan Pak Anies. #AMINAjaDulu #AniesMuhaimin2024 https://t.co/jKZK8ePanO [RE BangPino__],Politik
1950,"RT Selamat malam warga Duma JIS dan Kampung Bayam salah satu hasil karya anakÃ‚Â² bangsa Ã°ÂŸÂ‘Â Anies Baswedan kerja ""Kolaborasi"" https://t.co/YSEYOHZaCb [RE Mdy_Asmara1701]",Politik
1951,"Sejalan dengan kebenaran! Ganjar pastikan bansos tetap hadir. KTP sakti, perangkat baru untuk kesejahteraan bersama. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/6jqA99Uepr",Politik
1952,"Pasangan Capres dan Cawapres RI Nomor 03, Ganjar Pranowo - Mahfud MD, punya program bagus, ekonomi kita bisa 7% tumbuh terus-menerus. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/sUixTwznnJ",Ekonomi
1953,Calon Presiden RI No Urut 3 Ganjar Pranowo berjanji akan berjuang untuk menjaga Konstitusi atau aturan dasar negara dari segala bentuk pelanggaran.#GanjarPranowoPilihanUmat https://t.co/cy1ULaUbPP,Ideologi
1954,"RT Pak Anies bahas Gaza di #DesakAnies Gorontalo, kata beliau Gaza itu tidak lemah, yang terjadi di sana itu pendudukan, praktek aparheid, dan penindasan. Justru kita di sini yang harus belajar dari orang2 di Gaza. Mereka selama ini tetap berjuang dan berjihad. [RE nuggetpedaz]",Politik
1955,"RT Warga Kampung Bayam Peluk Erat Anies, Keluhkan Kepastian Tempat Tinggal: Nasib Kami Gimana? https://t.co/ugarhU07Ws [RE tvOneNews]",Sosial Budaya
1956,"Dengar cerita Mahfud MD dan Ganjar, rasanya kita punya pemimpin yang bisa membawa perubahan positif. Yuk, jadi bagian dari misi bersama! #MisiBangkit #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK https://t.co/ngN4tW5o25",Politik
1957,Bolonemase relawan Prabowo-Gibran mengalihkan dukungan ke Paslon 03 Ganjar-Mahfud. Sepertinya mereka lelah nyebokin terus #KTPsakti3 https://t.co/DgUUH6n79P,Politik
1958,"Capres-cawapres nomor urut tiga, Ganjar-Mahfud, menyatakan komitmennya untuk meningkatkan insentif guna meningkatkan kesejahteraan buruh di Indonesia. Ganjar mengutarakan bahwa hak-hak buruh, terutama terkait pemutusan hubungan kerja, harus dikembalikan sesuai dengan aturan yang telah ada. Ganjar menekankan pentingnya pemerintah mendampingi buruh saat menghadapi situasi pemutusan hubungan kerja. #SahabatGanjar #GanjarPresiden #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik",Politik
1959,Bener-bener kejutan di awal tahun Khofifah resmi dukung Prabowo-Gibran. Semangat terus buat pemenangan #KhofifahPerkuat02 https://t.co/v9v1xrcGFK,Politik
1960,"RT Lapangan Renon Denpasar, Bali: 9 Januari, menuju kemenangan Prabowo-Gibran sekali putaran! (Mas @DAtQ1J8+gs0ENpT+oHGivEtkxfnldVFe4xhtn8PDqy4= dalam konser Dewa 19, PRABU &amp; TKD Bali) https://t.co/Ad0cW5Fw0M [RE budimandjatmiko]",Politik
1961,Kepercayaan rakyat terhadap Prabowo semakin menguat. #02MenangkanHatiRakyat KitaSelaluAda UntukPragibs https://t.co/z3Vw8DLgNX,Politik
1962,RT Emak-emak di Kuningan Deklarasi Dukung Pasangan Anies-Muhaimin https://t.co/5uXKGWTpYc [RE tvOneNews],Politik
1963,"Ã°ÂŸÂ§ÂœÃ¢Â€ÂÃ¢Â™Â‚Ã¯Â¸Â Ganjar dan Mahfud sosok yang tepat untuk memperjuangkan kemasalahatan agama dan dunia, khususnya bagi masyarakat Indonesia GanjarMahfud2024 Jakarta JakartaÃ‚ Ganjar Mahfud Hebat #L3bihbaik #3GM #GanjarMahfud2024 resolusi indonesia",Politik
1964,RT Rekam jejak Pak Anies dan Pak Ganjar sebagai Gubernur boleh dipertanyakan. Kalo rekam jejak Pak Menhan yg masih aktif jabatannya baiknya jangan disenggol. Rahasia negara. Gitu kali ye? Jangan dimarahin ye gue cuma warga biasa. [RE davidnurbianto],Politik
1965,"RT Kapitalisme neoliberal tak cocok untuk Indonesia, kata Prabowo - ANTARA Kalimantan Tengah https://t.co/XpTnsPrinX #MenangSeputaran [RE AzzrielAzaryahu]",Ideologi
1966,"RT Anies dan Ganjar tidak sedang ngelawan Prabowo.. Kalo Prabowo, pelanggaran massif begini gak akan terjadi. Anies dan Ganjar sedang melawan Jokowi. Karena Jokowi lah, Gibran enteng dan bolak balik melanggar kek gini. Bawaslu gak akan berani. KPU gak akan berani. Polisi-TNI gak akan berani. DPR mesti makzulkan Jokowi. [RE muchlis_ar]",Politik
1967,@yeJsKw1hDL3DsnNlO4NhFUWZmPYfunPjwzkxde8Z7/4= Anies berjanji akan merevitalisasi sektor pertanian dan menjamin harga pembelian hasil tani yang menguntungkan petani Jawa Barat.,Ekonomi
1968,RT Pengakuan jujur dari Masyarakat Papua Menginginkan PERUBAHAN...Momen pak Anies kunjungi suku asli Papua di sambut hangat Oleh Masyarakat Papua meski Cuaca Hujan di sana Selasa 16 Januari 2024 https://t.co/dKkqLvKY9a [RE Yurissa_Samosir],Sosial Budaya
1969,"RT Saat JIS dibangun warga Kampung Bayam dijanjikan rumah oleh Anies. Anies bangun kampung akuarium, kampung Kunir dsbnya. Semua diberikan kpd warga. Saat kampung Bayam menjelang tuntas. Anies berhenti jadi Gubernur. Bangunan itu oleh penerusnya tak diberikan kpd warga. https://t.co/mI7JUl8p1B [RE GeiszChalifah]",Politik
1970,"Bukan cuma bicara besar, tapi kerja besar! Pasangan Duo Bapak Bangsa Ganjar Pranowo Prof Mahfud capres yang punya program jelas.GanjarMahfud Taat Hukum .#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/ITqAGJeB81",Politik
1971,@5NlSbDP1ulhb9gpf3/VdbgRnn/YmG6NXJoCKMHlDW7I= @1yQESS3uJyjyhEBrC5CKRG08KRYLt4Sy/hc6EJ9MIfY= @nrAMHP4qF5OIjA1eNgsL+gdMi5t/1ZNoh+GdS11l5kc= kalau anies presiden artinya aparat di bawah dia bisa di bayangkan sebrutal apa ini ormas besok https://t.co/WOype1fD,Politik
1972,Investor-friendly approach! Pasangan Capres Cawapres Ganjar Pranowo dan Prof Mahfud MD MD bersatu untuk menciptakan regulasi hukum yang mendukung pertumbuhan investasi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK,Ekonomi
1973,"RT Ketika Cici dari Tionghoa Bertanya ke Pak Anies "" mengapa Banyak gereja yg sudah dapat izin untuk Membangun tidak di Publikasikan oleh pak Anies ???"" https://t.co/w2QdRCYasW [RE Yurissa_Samosir]",Politik
1974,"RT Ã¢Â€ÂœPak AniesÃ¢Â€Â¦ saya sudah dihubungi beberapa pihak termasuk yang mengaku tim Pak Anies, yang ingin mengatur agar Pak Anies hadir di pesantren kami. Saya selalu sampaikan ke mereka bahwa Pak Anies tidak usah ke pesantren kami. Kami sudah pasti mendukung Pak Anies. Dan kami juga sudah sampaikan kepada seluruh santri dan jaringan alumni bahwa pilihan terbaik untuk Indonesia adalah Pak Anies.. [RE BosPurwa]",Politik
1975,"Duet Ganjar Pranowo Prof Mahfud Pranowo ini punya energi positif yang luar biasa, bisa ngangkat semangat nelayan yang lagi down.GanjarMahfud Taat Hukum .#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/Z4WPyWadb8",Politik
1976,"RT yang masih Ã¢Â€ÂœkagetÃ¢Â€Â anies berani mojokin prabowo, mungkin ga tau how scary politics can be. what anies did is NOTHING compared to how crazy international politics are. istilahnya kalau lo mau jadi negara maju, minimal bisa lawan putin, biden, jinping, dll. [RE f4lasteen]",Politik
1977,"Melintasi sungai Citarum hingga ke pegunungan Puncak, semangat Prabowo tak pernah pudar. #JabarTetapUntuk02 BerbuatBaik UntukMasyarakat https://t.co/VPl7sleO9Q",Politik
1978,"@wd3VbVlFYf17qjc/RS1gNDCTqj6wuCWxPCjeMC6CgmI= masalah anies dan ganjar kedua paslon adalah warga negara indonesia, keduanya berhak meminta transparansi data dari menteri AKTIF tentang kinerja selama 5 tahun. data yang mereka research sendiri sudah dipapar",Sosial Budaya
1979,"RT Kemarin di Purworejo, ada pertanyaan dari warga bahwa agak aneh buat mereka PKS dan PKB bisa bergabung dlm koalisi yg sama. Saya bilang, bisa saja karena mereka sedang memperjuangkan nilai yg sama: Keadilan Sosial Bagi Seluruh Rakyat Indonesia dgn presentasinya Anies Baswedan - Muhaimin Iskandar. Mereka ngangguk-ngangguk dan tepuk tangan. Nilai universal yg sekarang ini dirasa terganggu, memang menjadi pemersatu semua kalangan. Sama seperti saat Perjuangan Kemerdekaan. Semangat itu dirasakan kembali, kini. Perjuangan utk perubahan bagi Indonesia yang lebih Baik! Ã°ÂŸÂ’ÂªÃ°ÂŸÂ‡Â®Ã°ÂŸÂ‡Â© [RE Reiza_Patters]",Sosial Budaya
1980,"Program Pasangan Capres Cawapres Ganjar Pranowo dan Mahfud MD: Desa Presisi, jalan buat ekonomi yang inklusif dan berkelanjutan. #JNK #GanjarPranowoPilihanUmat https://t.co/T2vyTbTIhe",Ekonomi
1981,"RT Wakil Ketua TPN Ganjar-Mahfud, Andika Perkasa buka suara terkait pengeroyokan oknum Anggota TNI terhadap simpatisan Ganjar-Mahfud. Andika menegaskan, tak ada salah Paham, justru korban langsung diserang ! https://t.co/3kkJtB90Xf [RE KakekHalal]",Pertahanan dan Keamanan
1982,"RT Calon presiden (capres) nomor urut 3, Ganjar Pranowo kembali melanjutkan kegiatan kampanye di daerah Blora, Jawa Tengah, Kamis (04/01). Setibanya di lokasi, Ganjar turun dari mobilnya kemudian menghampiri petani yang tengah menabur pupuk. Melihat kegiatan petani itu, Ganjar bergabung dengan para petani untuk ikut menaburkan pupuk. Terlihat Ganjar ditemani oleh sejumlah para petani. Dalam kunjungan itu, Ganjar mendengarkan keluh kesah petani yang masih memiliki utang Kredit Usaha Rakyat (KUR). Menurut Ganjar, timnya akan mengidentifikasi setiap masalah petani yang terjerat utang KUR guna mengklasifikasi kelayakan penerima bantuan program pemutihan hutang. Tak hanya Utang KUR, Ganjar juga mendengarkan Warga lain yang mengatakan dirinya tidak pernah mendapatkan Bantuan Langsung Tunai (BLT). ""Saya mau tanya, pembagian BLT di sini merata atau tidak?"" tanya Ganjar. Ganjar juga dengar keluhan mengenai sulitnya mendapatkan pupuk subsidi di Blora karena kuotanya dikurangi saat ini. Ganjar berkomitmen pupuk subsidi jumlahnya tidak dikurangi. Akan tetapi, diperbaiki pengelolaan datanya agar pupuk subsidi bisa tepat sasaran sehingga bisa menghasilkan ketahanan dan kedaulatan pangan. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan]",Sosial Budaya
1983,"Diingat saja, andai pak Anies tdk senang kepada Jokowi silakan saja, sebaiknya jangan bikin serangan personal pada AyahBOWO AdalahKITA. #MunculFenomenaPAKbowo DukunganTulus Untuk02 https://t.co/3gWJi9BHaC",Politik
1984,"RT Ketika Pak Anies serius mengkritisi dan menyayangkan sistem pertahanan kita. Langsung browsing, eh ternyata ada beritanya. Ã°ÂŸÂ‘Â Jadi Menhan, Prabowo Habiskan Rp 700 Triliun dalam 5 Tahun Kementerian Pertahanan Kena Hack, RI Darurat Siber https://t.co/ZstCz8PTGQ [RE Muhammad_Saewad]",Pertahanan dan Keamanan
1985,"RT Pak Anies Bertemu dengan Sri Sultan Hamengkubuwono X. Sambutan hangat dari beliau, Pesan kepada pak Anies harus terus menjaga Kebhinekaan untuk Indonesia. #AMINAjaDulu https://t.co/kbdSgpjxxF [RE BangPino__]",Sosial Budaya
1986,"Ganjar Pranowo Prof Mahfud MD, pemimpin progresif yang siap membawa Indonesia ke arah yang lebih baik. JN19Tc #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/3pm2wcEE5c",Politik
1987,RT Pak Anies Begitu sayang dengan saudara kita yang penyandang Disabilitas https://t.co/wW0Y8aOI6m [RE Yurissa_Samosir],Sosial Budaya
1988,"RT Serius pak, satu kesalahan Pak Anies saat jadi gubernur Jakarta. Bapak menabrak aturan tdk tertulis politikus republik ini dg tidak melakukan pencitraan. [RE Isf_fajar_s]",Politik
1989,Prabowo: Jangan Termakan Cuci Otak Indonesia Negara Miskin dan Tidak Mampu https://t.co/kdIyOhMMAU #KLYNews,Ideologi
1990,"RT Pasangan Prabowo-Gibran kerap menyebut soal hilirisasi saat debat capres. Namun nyatanya program hilirisasi nikel selama pemerintahan Jokowi menyimpan sisi gelap. Selain potensi kerusakan lingkungan, kecelakaan di smelter nikel berulang terjadi dan memakan korban jiwa. Kebakaran smelter milik PT ITSS di Morowali adalah yang paling parah karena menewaskan 21 orang pekerja. Atas nama investasi, hidup pekerja seolah-olah tak ada harganya. #PodcastTempo #ApaKataTempo [RE tempodotco]",Politik
1991,"RT Bagi Ganjar Pranowo menginap di rumah warga ketika berkunjung ke berbagai daerah adalah sarana menyerap aspirasi dan merasakan betul apa yang dialami warganya, sehingga menjadi inspirasi untuk membuat program yang sesuai dengan keinginan rakyat. . https://t.co/fKggLIwiox [RE hansssolo]",Politik
1992,@zl3PT+T4dI6N6/L/UUNW4VKWKzxR6ibE4LrKNhVYnaw= Anies berjanji akan memperbaiki sistem pendidikan dan meningkatkan anggaran sektor pendidikan di Jawa Barat.,Sosial Budaya
1993,Ganjar mendapat dukungan besar dari pengusaha yang tergabung dalam Kadin dipercaya bisa memperjuangkan kepastian hukum dan regulasi perizinan berusaha dan menaikkan pertumbuhan ekonomi bersama para pengusaha demi Indonesia Emas. Rakyat B3rsama Ganjar #GanjarPilihanRakyat https://t.co/0PIqTfmk8d,Ekonomi
1994,RT Dari dulu @7xIlm9Ec3MyhqCcly6ab4p4U3Fk6uPgozkBy/9/uXvY= sllu turun brtemu masyarakat. Saat ketemu Rakyat bnyk keluhan masyarakat yg ddptkan. Dari sinilah salah satu Inspirasi Ganjar. Knp beliau ingin membangun satu Desa satu Puskesmas Ã¢Â€Â¢ Ã¢Â€Â¢ #GanjarMahfud2024 https://t.co/YRjEBBBWtm [RE AirinDatangLagi],Politik
1995,RT Bu Connie mempermasalahkan PT TMI kemudian ditawari proyek Kemhan. Apakah ini yang dimaksud pak Prabowo sebagai rahasia negara yg dibicarakan secara tertutup? Jangan marah ya. Ini sekadar bertanya. https://t.co/sGY3XWy6QH [RE berlianidris],Pertahanan dan Keamanan
1996,RT Abah Anies ingin mengangkat martabat petani agar tidak terus menerus menerima bansos karena penghasilannya cukup.. #AMINAjaDulu https://t.co/txIvBhLvn2 [RE ekowboy2],Sosial Budaya
1997,"Prof Mahfud, p3ngalamanmu akan memandu kita melalui lorong-lorong gelap konflik agraria menuju cahaya keadilan. Ganjar Pranowo, karena kamu berhak mendapatkan yang terbaik @f+fQsppZMEf7vz30TX8EBlC4fM3sXrnX2OPuNtvpNyA= #GanjarMahfud2024 #SlankGanjarMahfud #Coblos3 https://t.co/u34yq7bALZ",Politik
1998,Para prajurit kita adalah pelindung kita. Mari hargai pengorbanan mereka. GARA-GARA PRABOWO #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,Politik
1999,"RT Anak Muda Indonesia, the future of this nation is in your hand. It's the time for change. Anies for President..sampaikan yg harus disampaikan kepada teman lainnya karena sudah saatnya adu ide &amp; gagasan...tunjukan karya-karya Pak Anies untuk Perubahan Indonesia lebih baik lagi https://t.co/S9S9Kanr0z [RE Yurissa_Samosir]",Ideologi
2000,"RT *Alhamdulillah. Bantul ( 23/1/2024) sesudah ijinnya di lapangan Trirengga Bantul dicabut/dibatalkan. menyambut pemimpin baru Indonesia yg lebih berkualitas dalam segala hal, dan itu ada pada diri Anies Baswedan dan AMIN. Aamiin Aamiin Yaa Robbal Aalamiin.* #DiskualifikasiPaslon2 https://t.co/9ZuufZzCSt [RE omasepsudar]",Politik
2001,"@wLDyfLbTC3tzbhn2eku90bL2AqEXLL/f46Fg+VYk3Z4= Benar nih, MASBowoGBran PASTInya menyampaikan perlunyanya kekompakan untuk memajukan NKRI yang damai dan adil makmur. #BanyakYgBalikKe02 KarenaHATI BAIKPakBowo @9MgjqVhTQQYKS4ccYdQhaeINpN3XCM6Hv9D5mo0EnvY= @1m",Ideologi
2002,"RT Perbandingan kesepakatan Rafale Indonesia-Prancis (USD 8,1 milyar utk 42 jet) di bawah kepemimpinan Presiden @8tHf4dHsR/FRbFfXon3rt2889W4ATtYaXEHyEJpYGic= dan Menhan @Gac7fDUZnf13sOXI2Hm10XxgLtOGDtyYPgPFLc5RO3M= dan India-Prancis (USD 9,4 milyar utk 36 jet) https://t.co/3fPR6qXzVW [RE budimandjatmiko]",Pertahanan dan Keamanan
2003,RT Pastikan kamu sekeluarga datang ke Tempat Pemungutan Suara (TPS) menangkang Ganjar Pranowo dan Mahfud MD. Coblos Nomor 3 pada 14 Febuari 2024 untuk Indonesia Unggul bersama Ganjar-Mahfud. #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #Nomor3Pilihanku #GanjarMahfud2024 #GanjarSatSet #MahfudTasTes [RE PDI_Perjuangan],Politik
2004,"RT Anak2 muda Humanies berdonasi membuat video tron, membuat Food Truck. Membuat web Anies &amp; Cak Imin. Kini gerakan perubahan itu semakin bergelombang. Pengusaha Rumah Makan Padang (PRMP) se Bogor akan memberikan suplai makanan bagi para Pejuang Perubahan di setiap TPS . https://t.co/SIOnEZ7ahn [RE GeiszChalifah]",Sosial Budaya
2005,"RT Adegan Mahasiswa ITB protes terhadap kerjasama Rektorat dan Pinjol untuk bayar kuliah Anies : Jaga kewibawaan Institusi, jangan menjual ilmu hanya kepada yang mampu, ini yang harus dirubah Masih mau dilanjutkan? https://t.co/RFJofj3KN6 [RE anas_pnk90]",Sosial Budaya
2006,RT Konstelasi Politik 2024 akan berubah jika koalisi yang kalah di putaran pertama memutuskan untuk bergabung dengan koalisi salah satu pasangan calon yang lolos. Kabar kedekatan kubu pasangan calon nomor urut 3 Ganjar Pranowo dan calon Presiden nomor urut 1 Anies Baswedan mencuat setelah Anies bersalaman dan berbincang dengan Ketua DPP PDI Perjuangan Puan Maharani usai debat beberapa waktu lalu. Ramai kedekatan antara kubu Ganjar dan Anies pun ditanggapi calon presiden nomor urut 3 Ganjar Pranowo. Ia mengaku pihaknya memang menjalin komunikasi dengan kubu pasangan calon lain. Mendadak munculnya wacana koalisi Anies-Ganjar membuat presiden Partai Keadilan Sejahtera PKS Ahmad Syaikhu juga menanggapi bahwa pihaknya juga terbuka dengan semua kalangan. Simak video selengkapnya hanya di https://t.co/DAUfsVDaDy #HardNews_Hukum #FlashOne #CariBeritaditvOne #GanjarPranowo #MAhfudMD #AniesBaswedan #MuhaiminIskandar #Politik #tvOneTVPemilu #KamiKabarkanAndaPutuskan #MauMemilih #Capres #Cawapres #Pemilu2024 #Pilpres2024 [RE tvOneNews],Politik
2007,"@kWgdSFVGcTRfnNbG0BCBqE0lBSD69+sJzdPAkljS+n4= Anies dilaporkan ke Bawaslu karena debat... Kalo sedikit2 lapor maka bila Prabowo jadi presiden akan sangat berbahaya baik bagi lawan politiknya, bagi pengkritiknya bagi yg berseberangan dan juga bagi rakyat y",Politik
2008,RT Peresmian Sumur Bor di Cibadak Oleh Menteri Pertahanan Prabowo Subianto - https://t.co/PSWaW4FXJn https://t.co/J7sC6rwSoh #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE SahrulAmzi],Pertahanan dan Keamanan
2009,"RT Dan menurut gue, untuk menunjukkan ke publik bahwa indeed Jokowi, doi serius cawe-cawe, beliau sangat mungkin hadir di debat ke 5, debat final antar Capres di Februari nanti (tenang Pak Prabowo, tenang anakku, Bapak ada di sini) #Hensat [RE satriohendri]",Politik
2010,"Kalo lagi ada diskusi soal nelayan, Duet Ganjar Pranowo Prof Mahfud ini kayak maestro yang bener-bener paham betul seluk-beluknya.GanjarMahfud Taat Hukum .#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/VX9JCJn4qh",Politik
2011,"Semangat : Jangan gentar ada Mas Ganjar Pranowo, jangan takut ada Prof Mahfud. Bersama mereka, kita hadapi masa depan Indonesia dengan keyakinan dan keberanian.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK",Politik
2012,Ganjar-Mahfud menunjukkan kepemimpinan yang cerdas dengan memprioritaskan perisai digital dalam menghadapi ancaman sib3r. @b4/qEjMroZRqoHq8Yu0mHs3l4PWMvPcVdV2HwiOLQ4M= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/yKy4wrNvYc,Pertahanan dan Keamanan
2013,"Kita butuh pemimpin seperti Ganjar Mahfud yang fokus pada zero toleransi terhadap kecelakaan alutsista. Keamanan laut harus diutamakan, dan mereka punya langkah konkret untuk itu. @+47n+hOtalhK+H9CxTJ3velK7PDOWy9+ZEhAOkst3Iw= #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/7w37xXwTfa",Pertahanan dan Keamanan
2014,RT para ekonom bloomberg yakin anies akan menang pilpres 2024 dan akan membawa ekonomi indonesia tumbuh di atas 5% https://t.co/RQXGJf86Hx [RE herculep638],Politik
2015,Prabowo Ungkap Hitungan Sapi yang Harus Diimpor untuk Sediakan 82 Juta Susu bagi Anak Indonesia https://t.co/H8Svwpqwul,Ekonomi
2016,"RT Menhan Prabowo Habiskan Rp 693 T dalam 5 Tahun, Ini Alutsista yang Dibelinya. #newsupdate #news #update #text https://t.co/P8eOGTPrv8 [RE kumparan]",Politik
2017,"RT Dia sendiri yg akui, itu tanah negara, tanah rakyat, tanah bangsa, tapi yg kuasai dia sendiri. Dia bandingkan daripada dikuasai asing, lebih baik Prabowo yg kuasai. Kenapa gak bandingkan dgn tentara-tentara yg separuh lebih dari mereka belum punya rumah dinas? Kenapa gak bandingkan dgn petani yg sekarang tidak lagi memiliki lahan garapan, akhirnya hanya menjadi buruh tani? Kenapa gak bandingkan dgn tanah hak adat rakyat yg habis dibagi-bagi jd konsesi konglomerat kayak dirinya?! Apa bagus bangsa ini dipimpin oleh orang modelan begitu? Silakan dinilai sendiri.. [RE Reiza_Patters]",Sosial Budaya
